id,timestamp,text,speaker,reply_to,conversation_id,end,duration,sentiment,decision,private,survival item,clean_text,age_of_acquisition,concreteness,familiarity,imageability,please,please_start,has_hedge,indirect_(btw),hedges,factuality,deference,gratitude,apologizing,1st_person_plural,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_(greeting),direct_question,direct_start,has_positive,has_negative,subjunctive,indicative,politeness_markers_please,politeness_markers_please_start,politeness_markers_has_hedge,politeness_markers_indirect_(btw),politeness_markers_hedges,politeness_markers_factuality,politeness_markers_deference,politeness_markers_gratitude,politeness_markers_apologizing,politeness_markers_1st_person_pl.,politeness_markers_1st_person,politeness_markers_1st_person_start,politeness_markers_2nd_person,politeness_markers_2nd_person_start,politeness_markers_indirect_(greeting),politeness_markers_direct_question,politeness_markers_direct_start,politeness_markers_has_positive,politeness_markers_has_negative,politeness_markers_subjunctive,politeness_markers_indicative
18.Pink.181,0 days 00:13:49,"""So thats good we all agree on that""",18.Pink,18.Pink.180,18.Pink.1,13:51.2,00:02.1,Positive,,,,So thats good we all agree on that,0.0,247.25,609.62,283.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],"[[('we', 0, 5)]]",[],[],[],[],[],[],[],"[[('good', 0, 4)]]",[],[],[]
18.Pink.182,0 days 00:13:51.300000,"""Two is the family sized chocolate bar""",18.Pink,18.Pink.181,18.Pink.1,13:53.6,00:02.3,,,,Chocolate Bar,Two is the family sized chocolate bar,280.0,418.17,601.17,444.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Pink.183,0 days 00:13:54.100000,"""Should we keep that""",18.Pink,18.Pink.182,18.Pink.1,13:55.3,00:01.2,,,,Chocolate Bar,Should we keep that,0.0,272.5,593.5,298.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[],[],"[[('should', 0, 1)]]",[],[],[],[],[],[],"[[('we', 0, 2)]]",[],[],[],[],[],[],[],[],[],[],[]
18.Pink.184,0 days 00:13:55.700000,"""I know I dont think I think we should switch that one out""",18.Pink,18.Pink.183,18.Pink.1,13:58.7,00:03.0,,,,Chocolate Bar,I know I dont think I think we should switch that one out,0.0,334.08,607.54,354.77,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,[],[],"[[('think', 0, 6)], [('think', 0, 8)], [('should', 0, 10)]]",[],"[[('i', 0, 3), ('think', 0, 6)], [('i', 0, 7), ('think', 0, 8)]]",[],[],[],[],"[[('we', 0, 9)]]","[[('i', 0, 1)], [('i', 0, 3)], [('i', 0, 7)]]",[],[],[],[],[],[],[],[],[],[]
18.Blue.88,0 days 00:13:56.400000,"""I dont know""",18.Blue,18.Pink.184,18.Pink.1,13:57.3,00:00.9,,,,,I dont know,0.0,326.5,601.75,310.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],"[[('i', 0, 1)]]",[],[],[],[],[],[],[],[],[],[]
18.Blue.89,0 days 00:13:58.700000,"""I think the map and the compass would are probably more important""",18.Blue,18.Blue.88,18.Pink.1,14:01.7,00:03.1,,,,"Air Map, Chocolate Bar, Compass",I think the map and the compass would are probably more important,0.0,307.67,604.3,315.8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,[],[],"[[('think', 0, 2)], [('probably', 0, 10)]]",[],"[[('i', 0, 1), ('think', 0, 2)]]",[],[],[],[],[],"[[('i', 0, 1)]]",[],[],[],[],[],[],"[[('important', 0, 12)]]",[],[],[]
18.Pink.185,0 days 00:14:01.100000,"""Yeah""",18.Pink,18.Blue.89,18.Pink.1,14:01.8,00:00.7,,,,,Yeah,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Pink.186,0 days 00:14:02,"""So should we do two as the""",18.Pink,18.Pink.185,18.Pink.1,14:06.0,00:04.0,,,,,So should we do two as the,0.0,252.57,598.86,290.86,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[],[],"[[('should', 0, 2)]]",[],[],[],[],[],[],"[[('we', 0, 3)]]",[],[],[],[],[],[],[],[],[],[],[]
18.Orange.88,0 days 00:14:07.900000,"""Ski poles are way more important now I guess""",18.Orange,18.Pink.186,18.Pink.1,14:10.7,00:02.8,,,,Ski Poles,Ski poles are way more important now I guess,292.0,339.0,592.0,358.5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,[],[],"[[('guess', 0, 9)]]",[],"[[('i', 0, 8), ('guess', 0, 9)]]",[],[],[],[],[],"[[('i', 0, 8)]]",[],[],[],[],[],[],"[[('important', 0, 6)]]",[],[],[]
18.Blue.90,0 days 00:14:12.700000,"""Cause you can actually put them in the snow now""",18.Blue,18.Orange.88,18.Pink.1,14:15.1,00:02.4,,,,,Cause you can actually put them in the snow now,0.0,333.78,599.78,340.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[],[],[],[],[],"[[('actually', 0, 4)]]",[],[],[],[],[],[],"[[('you', 0, 2)]]",[],[],[],[],[],[],[],[]
18.Pink.187,0 days 00:14:14.400000,"""Yeah""",18.Pink,18.Blue.90,18.Pink.1,14:15.2,00:00.8,,,,,Yeah,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Pink.188,0 days 00:14:16,"""So should we put the ski poles as two or no""",18.Pink,18.Pink.187,18.Pink.1,14:19.0,00:03.0,,Proposal,,Ski Poles,So should we put the ski poles as two or no,0.0,293.5,586.7,325.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[],[],"[[('should', 0, 2)]]",[],[],[],[],[],[],"[[('we', 0, 3)]]",[],[],[],[],[],[],[],[],[],[],[]
18.Blue.91,0 days 00:14:19,"""Yeah do two""",18.Blue,18.Pink.188,18.Pink.1,14:19.9,00:00.9,,Agreement,,,Yeah do two,0.0,329.5,602.5,346.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Orange.89,0 days 00:14:19.900000,"""Yeah same""",18.Orange,18.Blue.91,18.Pink.1,14:20.5,00:00.6,,Agreement,,,Yeah same,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Pink.189,0 days 00:14:23.200000,"""Uh""",18.Pink,18.Orange.89,18.Pink.1,14:23.8,00:00.6,,,,,Uh,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Pink.190,0 days 00:14:26,"""Two""",18.Pink,18.Pink.189,18.Pink.1,14:26.5,00:00.5,,,,,Two,0.0,383.0,596.0,445.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Pink.191,0 days 00:14:26.500000,"""And then for three we have the knife""",18.Pink,18.Pink.190,18.Pink.1,14:29.9,00:03.4,,,,Knife,And then for three we have the knife,0.0,308.0,602.88,330.38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,[],[],[],[],[],[],[],[],[],"[[('we', 0, 5)]]",[],[],[],[],[],[],[],[],"[[('knife', 0, 8)]]",[],[]
18.Pink.192,0 days 00:14:29.900000,"""Should we keep that""",18.Pink,18.Pink.191,18.Pink.1,14:30.7,00:00.8,,,,Knife,Should we keep that,0.0,272.5,593.5,298.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[],[],"[[('should', 0, 1)]]",[],[],[],[],[],[],"[[('we', 0, 2)]]",[],[],[],[],[],[],[],[],[],[],[]
18.Blue.92,0 days 00:14:30.800000,"""Yes""",18.Blue,18.Pink.192,18.Pink.1,14:31.3,00:00.5,,,,,Yes,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Pink.193,0 days 00:14:31.400000,"""And then four thirty feet of rope""",18.Pink,18.Blue.92,18.Pink.1,14:34.3,00:02.9,,,,Rope,And then four thirty feet of rope,281.0,367.5,588.5,388.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Blue.93,0 days 00:14:35.400000,"""Sure $""",18.Blue,18.Pink.193,18.Pink.1,14:36.4,00:01.0,Positive,,,,Sure $,0.0,281.0,552.0,285.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Pink.194,0 days 00:14:36.400000,"""$""",18.Pink,18.Blue.93,18.Pink.1,14:37.8,00:01.4,Positive,,,,$,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Pink.195,0 days 00:14:38.500000,"""Five the flashlight with batteries""",18.Pink,18.Pink.194,18.Pink.1,14:40.7,00:02.2,,,,Flashlight,Five the flashlight with batteries,0.0,290.0,571.25,341.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Pink.196,0 days 00:14:41.300000,"""And then six is the loaded pistol""",18.Pink,18.Pink.195,18.Pink.1,14:44.5,00:03.2,,,,Pistol,And then six is the loaded pistol,0.0,217.5,620.5,217.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Blue.94,0 days 00:14:42.800000,"""Yeah""",18.Blue,18.Pink.196,18.Pink.1,14:43.5,00:00.7,,,,,Yeah,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Orange.90,0 days 00:14:44.200000,"""Definitely""",18.Orange,18.Blue.94,18.Pink.1,14:44.9,00:00.6,,,,,Definitely,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Pink.197,0 days 00:14:45.200000,"""And then we dont have a seven now""",18.Pink,18.Orange.90,18.Pink.1,14:47.3,00:02.1,,,,,And then we dont have a seven now,0.0,248.75,606.5,260.38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],"[[('we', 0, 3)]]",[],[],[],[],[],[],[],[],[],[],[]
18.Pink.198,0 days 00:14:47.600000,"""So should we make the compass seven""",18.Pink,18.Pink.197,18.Pink.1,14:49.8,00:02.2,,Proposal,,Compass,So should we make the compass seven,0.0,250.0,603.8,288.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[],[],"[[('should', 0, 2)]]",[],[],[],[],[],[],"[[('we', 0, 3)]]",[],[],[],[],[],[],[],[],[],[],[]
18.Blue.95,0 days 00:14:49.500000,"""Yes""",18.Blue,18.Pink.198,18.Pink.1,14:49.9,00:00.5,,Agreement,,,Yes,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Pink.199,0 days 00:14:50,"""Okay""",18.Pink,18.Blue.95,18.Pink.1,14:50.4,00:00.4,,,,,Okay,0.0,245.0,555.0,269.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Blue.96,0 days 00:14:50.600000,"""And then uh air map eight""",18.Blue,18.Pink.199,18.Pink.1,14:53.6,00:03.0,,Proposal,,Air Map,And then uh air map eight,211.0,372.2,599.2,393.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Orange.91,0 days 00:14:51.700000,"""Air map eight""",18.Orange,18.Blue.96,18.Pink.1,14:53.0,00:01.3,,Agreement,,Air Map,Air map eight,211.0,483.67,588.67,512.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Pink.200,0 days 00:14:52.300000,"""Eight we have""",18.Pink,18.Orange.91,18.Pink.1,14:53.3,00:01.0,,,,,Eight we have,211.0,296.33,608.0,387.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],"[[('we', 0, 2)]]",[],[],[],[],[],[],[],[],[],[],[]
18.Pink.201,0 days 00:14:53.800000,"""Air map eight""",18.Pink,18.Pink.200,18.Pink.1,14:56.9,00:03.1,,Confirmation,,Air Map,Air map eight,211.0,483.67,588.67,512.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Pink.202,0 days 00:14:58.700000,"""And then nine should be newspaper then""",18.Pink,18.Pink.201,18.Pink.1,15:01.8,00:03.2,,Proposal,,Newspaper,And then nine should be newspaper then,292.0,300.29,604.29,330.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],"[[('should', 0, 4)]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Pink.203,0 days 00:15:03.900000,"""And then [unclear]""",18.Pink,18.Pink.202,18.Pink.1,15:05.0,00:01.2,,,,,And then [unclear],0.0,205.0,615.0,215.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[],[],"[[('unclear', 0, 4)]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('unclear', 0, 4)]]",[],[]
18.Pink.204,0 days 00:15:05,"""Oh shoot the ball of steel wool is nine""",18.Pink,18.Pink.203,18.Pink.1,15:07.7,00:02.7,Negative,,,Steel Wool,Oh shoot the ball of steel wool is nine,198.5,397.67,576.44,406.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Pink.205,0 days 00:15:07.900000,"""Put it as""",18.Pink,18.Pink.204,18.Pink.1,15:08.8,00:00.9,,,,,Put it as,0.0,238.67,583.33,250.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Orange.92,0 days 00:15:09.700000,"""That ones probably not as important""",18.Orange,18.Pink.205,18.Pink.1,15:11.4,00:01.7,,,,Steel Wool,That ones probably not as important,0.0,221.0,596.5,260.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],"[[('probably', 0, 3)]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('important', 0, 6)]]",[],[],[]
18.Blue.97,0 days 00:15:10,"""Th do like thirteen or something""",18.Blue,18.Orange.92,18.Pink.1,15:12.5,00:02.5,,Proposal,,Steel Wool,Th do like thirteen or something,0.0,270.0,602.67,274.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('like', 0, 3)]]",[],[],[]
18.Pink.206,0 days 00:15:12.100000,"""Thirteen""",18.Pink,18.Blue.97,18.Pink.1,15:12.8,00:00.8,,Confirmation,,,Thirteen,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Blue.98,0 days 00:15:12.600000,"""Yeah""",18.Blue,18.Pink.206,18.Pink.1,15:13.1,00:00.5,,,,,Yeah,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18.Pink.207,0 days 00:15:15.200000,"""Oh and so""",18.Pink,18.Blue.98,18.Pink.1,15:16.6,00:01.5,,,,,Oh and so,0.0,216.0,593.33,242.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
19.Blue.1,0 days 00:00:00.400000,"""Okay um so what I wrote my first priority was flashlights with batteries""",19.Blue,,19.Blue.1,00:06.8,00:06.4,,,Private,Flashlight,Okay um so what I wrote my first priority was flashlights with batteries,0.0,291.89,597.33,324.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],"[[('i', 0, 5)], [('my', 0, 7)]]",[],[],[],[],[],[],[],[],[],[]
19.Blue.2,0 days 00:00:06.800000,"""Because once you crash land and its night since they it landed like in the morning but still when its dark""",19.Blue,19.Blue.1,19.Blue.1,00:13.2,00:06.3,,,,,Because once you crash land and its night since they it landed like in the morning but still when its dark,254.0,319.26,594.47,342.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,[],[],[],[],[],[],[],[],[],[],[],[],"[[('you', 0, 3)]]",[],[],[],[],"[[('like', 0, 13)]]","[[('crash', 0, 4)], [('dark', 0, 21)]]",[],[]
19.Blue.3,0 days 00:00:13.500000,"""Uh because its like a jungle and theres no habitation""",19.Blue,19.Blue.2,19.Blue.1,00:17.2,00:03.7,,,,,Uh because its like a jungle and theres no habitation,0.0,266.67,568.1,316.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('like', 0, 4)]]",[],[],[]
19.Blue.4,0 days 00:00:17.200000,"""So I think flashlight would be the most important to see around""",19.Blue,19.Blue.3,19.Blue.1,00:20.8,00:03.6,,,,Flashlight,So I think flashlight would be the most important to see around,0.0,284.44,598.55,301.6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,[],[],"[[('think', 0, 3)], [('around', 0, 12)]]",[],"[[('i', 0, 2), ('think', 0, 3)]]",[],[],[],[],[],"[[('i', 0, 2)]]",[],[],[],[],[],[],"[[('important', 0, 9)]]",[],[],[]
19.Blue.5,0 days 00:00:21.300000,"""What do you guys think""",19.Blue,19.Blue.4,19.Blue.1,00:22.5,00:01.1,,,,,What do you guys think,0.0,321.25,615.25,320.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,[],[],"[[('think', 0, 5)]]",[],"[[('guys', 0, 4), ('think', 0, 5)]]",[],[],[],[],[],[],[],"[[('you', 0, 3)]]",[],[],"[[('what', 0, 1)]]",[],[],[],[],[]
19.Pink.1,0 days 00:00:23.100000,"""I put oh sorry go ahead""",19.Pink,19.Blue.5,19.Blue.1,00:24.6,00:01.5,,,,,I put oh sorry go ahead,0.0,335.0,587.0,341.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,[],[],[],[],[],[],[],[],"[[('sorry', 0, 4)]]",[],"[[('i', 0, 1)]]",[],[],[],[],[],[],[],"[[('sorry', 0, 4)]]",[],[]
19.Orange.1,0 days 00:00:23.100000,"""I put """,19.Orange,19.Pink.1,19.Blue.1,00:23.6,00:00.5,,,,,I put ,0.0,385.0,583.5,364.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],"[[('i', 0, 1)]]",[],[],[],[],[],[],[],[],[],[]
19.Orange.2,0 days 00:00:24.700000,"""Um I put flashlight as like my fourth because its important""",19.Orange,19.Orange.1,19.Blue.1,00:28.0,00:03.3,,,Private,Flashlight,Um I put flashlight as like my fourth because its important,0.0,267.43,583.22,302.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],"[[('i', 0, 2)], [('my', 0, 7)]]",[],[],[],[],[],[],"[[('like', 0, 6)], [('important', 0, 11)]]",[],[],[]
19.Orange.3,0 days 00:00:28,"""But I also thought that I thought that the compress kiss kit was the most important just because like in case if theres any injuries we want to work on keeping everyones safe""",19.Orange,19.Orange.2,19.Blue.1,00:37.2,00:09.2,,,Private,Compress kit,But I also thought that I thought that the compress kiss kit was the most important just because like in case if theres any injuries we want to work on keeping everyones safe,335.0,290.21,599.3,317.43,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,[],[],"[[('thought', 0, 4)], [('thought', 0, 7)]]",[],"[[('i', 0, 2), ('thought', 0, 4)], [('i', 0, 6), ('thought', 0, 7)]]",[],[],[],[],"[[('we', 0, 27)]]","[[('i', 0, 2)], [('i', 0, 6)]]",[],[],[],[],[],[],"[[('important', 0, 16)], [('like', 0, 19)], [('work', 0, 30)], [('safe', 0, 34)]]",[],[],[]
19.Orange.4,0 days 00:00:37.200000,"""But I do agree that the flashlight is important because they can also use batteries that eventually can make a fire and see everything with it too""",19.Orange,19.Orange.3,19.Blue.1,00:44.6,00:07.3,,,,Flashlight,But I do agree that the flashlight is important because they can also use batteries that eventually can make a fire and see everything with it too,0.0,288.0,606.5,299.86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],"[[('i', 0, 2)]]",[],[],[],[],[],[],"[[('important', 0, 9)]]",[],[],[]
19.Blue.6,0 days 00:00:41.700000,"""Yeah""",19.Blue,19.Orange.4,19.Blue.1,00:42.4,00:00.7,,,,,Yeah,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
19.Blue.7,0 days 00:00:43.200000,"""Yeah""",19.Blue,19.Blue.6,19.Blue.1,00:43.7,00:00.5,,,,,Yeah,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
19.Pink.2,0 days 00:00:45,"""Yeah I did the shirt and pants cause its in Manitoba and it says it gets down to like negative forty so I was like you probably want to stay as warm as possible""",19.Pink,19.Blue.7,19.Blue.1,00:54.5,00:09.5,,,Private,Shirt/Pants,Yeah I did the shirt and pants cause its in Manitoba and it says it gets down to like negative forty so I was like you probably want to stay as warm as possible,269.0,294.12,601.89,326.41,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,[],[],"[[('probably', 1, 5)], [('possible', 1, 12)]]",[],[],[],[],[],[],[],"[[('i', 0, 2)], [('i', 1, 1)]]",[],"[[('you', 1, 4)]]",[],[],[],"[[('so', 1, 0)]]","[[('like', 0, 19)], [('like', 1, 3)], [('warm', 1, 10)]]","[[('negative', 0, 20)]]",[],[]
19.Orange.5,0 days 00:00:50.400000,"""Yeah""",19.Orange,19.Pink.2,19.Blue.1,00:51.0,00:00.7,,,,,Yeah,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
19.Pink.3,0 days 00:00:54.700000,"""Um""",19.Pink,19.Orange.5,19.Blue.1,00:55.7,00:01.0,,,,,Um,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
19.Orange.6,0 days 00:00:54.700000,"""Yeah""",19.Orange,19.Pink.3,19.Blue.1,00:55.3,00:00.6,,,,,Yeah,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
19.Orange.7,0 days 00:00:57.700000,"""Well and cause they crash at 11:32 in the morning so its not gonna get dark for a while too so I figured I figured if they got probably the pants or probably be the best idea to first getting everyone warm""",19.Orange,19.Orange.6,19.Blue.1,01:13.2,00:15.4,,Proposal,,Shirt/Pants,Well and cause they crash at 11:32 in the morning so its not gonna get dark for a while too so I figured I figured if they got probably the pants or probably be the best idea to first getting everyone warm,0.0,290.62,599.52,315.82,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,[],[],"[[('probably', 1, 8)], [('probably', 1, 12)]]",[],[],[],[],[],[],[],"[[('i', 1, 1)], [('i', 1, 3)]]",[],[],[],[],[],"[[('so', 1, 0)]]","[[('well', 0, 1)], [('best', 1, 15)], [('warm', 1, 21)]]","[[('crash', 0, 5)], [('dark', 0, 17)]]",[],[]
19.Pink.4,0 days 00:01:01.300000,"""Yeah""",19.Pink,19.Orange.7,19.Blue.1,01:01.8,00:00.5,,,,,Yeah,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
19.Pink.5,0 days 00:01:04.100000,"""Yeah""",19.Pink,19.Pink.4,19.Blue.1,01:04.6,00:00.5,,,,,Yeah,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
19.Blue.8,0 days 00:01:05,"""Okay yeah""",19.Blue,19.Pink.5,19.Blue.1,01:06.4,00:01.4,,,,,Okay yeah,0.0,245.0,555.0,269.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
19.Blue.9,0 days 00:01:12,"""Yeah lets do """,19.Blue,19.Blue.8,19.Blue.1,01:12.8,00:00.8,,Agreement,,,Yeah lets do ,0.0,336.5,613.5,337.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
